0 C6300005         29/08/19 1031               32                         100.00       
2 00 117.00        00 117.00        29/08/19          0000000000000000
0 C6300005         29/08/19 1030               32                         169.00       
2 00 197.73        00 197.73        29/08/19          0000000000000000
0 C6300005         29/08/19 1029               32                         695.00       
2 00 723.73        00 723.73        29/08/19          0000000000000000
