0	        C6300005	18/09/19	032180919	    	ON01	032
1	 T2596P40-65042	         2	   85.0427	    	0.00			                    1125	18/09/19 09:47
1	            921	         1	   12.8205	    	0.00			                    1125	18/09/19 09:47
1	 P951F242-08036	         1	  123.5043	    	0.00			                    1124	18/09/19 07:26
1	            921	         1	   12.8205	    	0.00			                    1124	18/09/19 07:26
1	  P740T12-00136	        -1	    4.1880	    	0.00			                    1077	18/09/19 10:27
1	            921	        -1	   12.8205	    	0.00			                    1077	18/09/19 10:27
0	        C6300005	17/09/19	032170919	    	ON01	032
1	  P740P20-00140	         1	   10.5983	    	0.00			                    1123	17/09/19 22:27
1	  P740T15-00138	         1	   10.5983	    	0.00			                    1123	17/09/19 22:27
1	            921	         1	   12.8205	    	0.00			                    1123	17/09/19 22:27
1	  P740T42-00140	         1	   15.1709	    	0.00			                    1122	17/09/19 21:45
1	  P740T42-00142	         1	   15.1709	    	0.00			                    1122	17/09/19 21:45
1	  P740P28-00140	         1	   15.1795	    	0.00			                    1122	17/09/19 21:45
1	  P740P28-00142	         1	   15.1795	    	0.00			                    1122	17/09/19 21:45
1	  P740T42-00138	         1	   15.1795	    	0.00			                    1122	17/09/19 21:45
1	  P740T15-00140	         1	   15.1795	    	0.00			                    1122	17/09/19 21:45
1	  P740P19-00140	         1	   15.1795	    	0.00			                    1122	17/09/19 21:45
1	            921	         1	   12.8205	    	0.00			                    1122	17/09/19 21:45
1	  P740P28-00142	         1	   10.5983	    	0.00			                    1121	17/09/19 21:21
1	  P740T15-00140	         1	   10.5983	    	0.00			                    1121	17/09/19 21:21
1	            921	         1	   12.8205	    	0.00			                    1121	17/09/19 21:21
1	  P740P28-00140	         1	   10.5983	    	0.00			                    1120	17/09/19 20:59
1	  P740T15-00140	         1	   10.5983	    	0.00			                    1120	17/09/19 20:59
1	            921	         1	   12.8205	    	0.00			                    1120	17/09/19 20:59
1	  P740T01-00136	         1	    4.9000	    	0.00			                    1119	17/09/19 20:56
1	            921	         1	   12.8205	    	0.00			                    1119	17/09/19 20:56
1	  P740P23-00142	         1	   10.5983	    	0.00			                    1118	17/09/19 20:47
1	  P740T12-00142	         1	   10.5983	    	0.00			                    1118	17/09/19 20:47
1	            921	         1	   12.8205	    	0.00			                    1118	17/09/19 20:47
1	  P740T12-00142	         1	   10.5983	    	0.00			                    1117	17/09/19 20:34
1	  P740P23-00140	         1	   10.5983	    	0.00			                    1117	17/09/19 20:34
1	            921	         1	   12.8205	    	0.00			                    1117	17/09/19 20:34
1	  P740P23-00142	         1	   10.5983	    	0.00			                    1116	17/09/19 20:32
1	  P740T12-00142	         1	   10.5983	    	0.00			                    1116	17/09/19 20:32
