0	        C6300005	06/01/20	032060120	    	ON01	032
1	 Y773B474-08642	         1	   50.4274	    	0.00			                    1282	06/01/20 22:29
1	 Y773P855-08640	         1	   33.3333	    	0.00			                    1282	06/01/20 22:29
1	 Y705P741-00242	         1	   33.3333	    	0.00			                    1282	06/01/20 22:29
1	 Y705P878-00240	         1	   33.3333	    	0.00			                    1282	06/01/20 22:29
1	 Y705P855-00240	         1	   33.3333	    	0.00			                    1282	06/01/20 22:29
1	            921	         1	   12.8205	    	0.00			                    1282	06/01/20 22:29
1	PW806669-448O/S	         1	   33.3333	    	0.00			                    1281	06/01/20 19:33
1	            921	         1	   12.8205	    	0.00			                    1281	06/01/20 19:33
1	 Y882L066-08640	         1	   84.6154	    	0.00			                    1280	06/01/20 15:25
1	 Y883L066-00240	         1	   84.6154	    	0.00			                    1280	06/01/20 15:25
1	 Y708T361-08038	         1	   50.4274	    	0.00			                    1280	06/01/20 15:25
1	 Y905L066-96940	         1	   84.6154	    	0.00			                    1280	06/01/20 15:25
1	  Y881C390-086L	         1	   50.4274	    	0.00			                    1279	06/01/20 13:42
1	            921	         1	   12.8205	    	0.00			                    1279	06/01/20 13:42
