0	        C6300005	28/06/22	032280622	    	ON01	032
1	  P040T04-00138	         1	   22.8814	    	0.00			                  125986	28/06/22 23:52	ON01
1	  P040T87-00138	         1	   22.8814	    	0.00			                  125986	28/06/22 23:52	ON01
1	 P2240P43-00138	         1	   52.8559	    	0.00			                  125986	28/06/22 23:52	ON01
1	            921	         1	   16.1017	    	0.00			                  125986	28/06/22 23:52	ON01
1	BL-RGP5427-115S	         1	  167.0339	    	0.00			                  125985	28/06/22 23:44	ON01
1	F1022F219-24236	         1	  186.3305	    	0.00			                  125985	28/06/22 23:44	ON01
1	            921	         1	   16.1017	    	0.00			                  125985	28/06/22 23:44	ON01
1	   20AN363-001S	         1	  152.5424	    	0.00			                  125984	28/06/22 23:39	ON01
1	            921	         1	   16.1017	    	0.00			                  125984	28/06/22 23:39	ON01
1	 T0256D37-30240	         1	  150.5593	    	0.00			                  125983	28/06/22 23:35	ON01
1	            921	         1	   16.1017	    	0.00			                  125983	28/06/22 23:35	ON01
1	   ST727-117S/M	         1	   98.3898	    	0.00			                  125982	28/06/22 23:29	ON01
1	PK11994-08012-13	         1	   52.6271	    	0.00			                  125982	28/06/22 23:29	ON01
1	ZA9239575-440OS	         1	   24.3475	    	0.00			                  125982	28/06/22 23:29	ON01
1	            921	         1	   16.1017	    	0.00			                  125982	28/06/22 23:29	ON01
1	 P942F241-00136	         1	   76.2712	    	0.00			                  125981	28/06/22 23:29	ON01
1	  P040P23-00136	         2	   22.8814	    	0.00			                  125981	28/06/22 23:29	ON01
1	  P050P32-08036	         1	   22.8814	    	0.00			                  125981	28/06/22 23:29	ON01
1	  P050T64-08036	         1	   22.8814	    	0.00			                  125981	28/06/22 23:29	ON01
1	 P952F231-60036	         1	   76.2712	    	0.00			                  125981	28/06/22 23:29	ON01
1	  P040T87-00136	         1	   22.8814	    	0.00			                  125981	28/06/22 23:29	ON01
1	  P045P23-08036	         1	   22.8814	    	0.00			                  125981	28/06/22 23:29	ON01
1	  P045T58-08036	         1	   22.8814	    	0.00			                  125981	28/06/22 23:29	ON01
1	            921	         1	   16.1017	    	0.00			                  125981	28/06/22 23:29	ON01
1	 T2386260-10644	         1	   67.8814	    	0.00			                  125980	28/06/22 23:25	ON01
1	 T0316B07-00144	         1	   45.7627	    	0.00			                  125980	28/06/22 23:25	ON01
1	T0686269A-00144	         1	   67.8814	    	0.00			                  125980	28/06/22 23:25	ON01
